[2025-05-26 11:32:47] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🛠️ 3 atividades de armazenamento criadas.
[2025-05-26 11:32:47] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 1 com 5000g.
[2025-05-26 11:32:47] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 2 com 12000g.
[2025-05-26 11:32:47] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 3 com 25000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🛠️ 29 atividades de armazenamento criadas.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 1 | Quantidade: 5000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 16 | Quantidade: 16000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 17 | Quantidade: 21000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 18 | Quantidade: 22000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 19 | Quantidade: 24000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 20 | Quantidade: 5000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 21 | Quantidade: 12000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 22 | Quantidade: 18000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 23 | Quantidade: 25000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 24 | Quantidade: 7000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 25 | Quantidade: 9000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 26 | Quantidade: 11000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 27 | Quantidade: 15000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 28 | Quantidade: 20000g.
[2025-05-27 09:53:20] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 29 | Quantidade: 18000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🛠️ 29 atividades de armazenamento criadas.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 1 | Quantidade: 5000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 2 | Quantidade: 12000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 3 | Quantidade: 25000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 4 | Quantidade: 7000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 5 | Quantidade: 9000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 6 | Quantidade: 11000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 7 | Quantidade: 15000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 8 | Quantidade: 20000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 9 | Quantidade: 18000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 10 | Quantidade: 14000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 11 | Quantidade: 17000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 12 | Quantidade: 13000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 13 | Quantidade: 23000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 14 | Quantidade: 10000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 15 | Quantidade: 8000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 16 | Quantidade: 16000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 17 | Quantidade: 21000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 18 | Quantidade: 22000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 19 | Quantidade: 24000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 20 | Quantidade: 5000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 21 | Quantidade: 12000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 22 | Quantidade: 18000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 23 | Quantidade: 25000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 24 | Quantidade: 7000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 25 | Quantidade: 9000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 26 | Quantidade: 11000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 27 | Quantidade: 15000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 28 | Quantidade: 20000g.
[2025-05-30 21:53:19] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 29 | Quantidade: 18000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🛠️ 29 atividades de armazenamento criadas.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 1 | Quantidade: 5000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 2 | Quantidade: 12000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 3 | Quantidade: 25000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 4 | Quantidade: 7000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 5 | Quantidade: 9000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 6 | Quantidade: 11000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 7 | Quantidade: 15000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 8 | Quantidade: 20000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 9 | Quantidade: 18000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 10 | Quantidade: 14000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 11 | Quantidade: 17000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 12 | Quantidade: 13000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 13 | Quantidade: 23000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 14 | Quantidade: 10000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 15 | Quantidade: 8000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 16 | Quantidade: 16000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 17 | Quantidade: 21000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 18 | Quantidade: 22000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 19 | Quantidade: 24000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 20 | Quantidade: 5000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 21 | Quantidade: 12000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 22 | Quantidade: 18000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 23 | Quantidade: 25000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 24 | Quantidade: 7000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 25 | Quantidade: 9000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 26 | Quantidade: 11000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 27 | Quantidade: 15000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 28 | Quantidade: 20000g.
[2025-06-01 15:54:10] [SimulacaoArmazenamentoCremeDeQueijo] [INFO] 🚀 Tentando alocar atividade 29 | Quantidade: 18000g.
